Distance	Type	Venue	City	State
210.9	NE-VENUE	Iron Flamingo Barrel House	Corning	NY
210.9	NE-VENUE	Liquid Shoes	Corning	NY
211.1	NE-HOUSE	Celia's Music Room	Cortlandt Manor	NY
211.1	NE-VENUE	Cheap Shots Bar And Restaurant	Dickson City	PA
211.2	NE-VENUE	Waters Clubhouse & Catering	Bath	NY
211.6	NE-VENUE	Junior’s Log Cabin	Campbell	NY
211.8	NE-VENUE	Nite Lite Gospel House	Avoca	NY
211.9	NE-VENUE	Summit Cigar Lounge and Bar	Clarks Summit	PA
212.1	NE-VENUE	Mohansic Grill & Lounge	Yorktown Heights	NY
212.1	NE-VENUE	Our Place Kitchen & Bar	Yorktown Heights	NY
212.1	NE-HOUSE	Blue Spruce Concerts	Yorktown Heights	NY
212.1	NE-VENUE	The Space Ballroom	Hamden	CT
212.1	NE-VENUE	Cantean Coffee and Tea	Hamden	CT
212.1	NE-VENUE	Haven Beer Company	Hamden	CT
212.1	NE-VENUE	The Cellar on Treadwell	Hamden	CT
212.1	NE-HOUSE	GuitartownCT	Hamden	CT
212.1	NE-RADIO	WQAQ	Hamden	CT
212.3	NE-VENUE	The Georgetown Owl Saloon & Restaurant	Redding	CT
212.5	NE-VENUE	Porkiez Bar & Grill	Throop	PA
212.7	NE-VENUE	Warwick Valley Winery & Distillery	Warwick	NY
212.7	NE-VENUE	Apple Dave's Orchard	Warwick	NY
212.7	NE-VENUE	Clearview Vineyard	Warwick	NY
212.7	NE-VENUE	Pennings Farm Cidery	Warwick	NY
212.7	NE-LIBRARY	Albert Wisner Public Library	Warwick	NY
212.7	NE-RADIO	WTBQ	Warwick	NY
212.9	NE-HOUSE	Lakeview Houseconcerts	Sharon	MA
212.9	NE-HOUSE	Lyndon	Sharon	MA
212.9	NE-VENUE	Paradise Restaurant & Banquet Hall	Ansonia	CT
213.0	NE-VENUE	Twelve Percent Beer Project	North Haven	CT
213.0	NE-VENUE	Volo Restaurant & Lounge	North Haven	CT
213.0	NE-VENUE	Nod Hill Brewery	Ridgefield	CT
213.0	NE-VENUE	850 Degrees Wood Fired Restaurant	Ridgefield	CT
213.0	NE-VENUE	Brick House Wood Fired Pizza Kitchen & Bar	Ridgefield	CT
213.0	NE-VENUE	Chirp	Ridgefield	CT
213.0	NE-HOUSE	Acoustic Celebration	Ridgefield	CT
213.3	NE-VENUE	Marie Antoinette Inn	Wyalusing	PA
213.4	NE-VENUE	New England Brewing Co	Woodbridge	CT
213.6	NE-VENUE	Creekside Gardens	Tunkhannock	PA
213.6	NE-VENUE	Highway Inn	Tunkhannock	PA
213.6	NE-VENUE	Kelly's Creekside Inn	Tunkhannock	PA
214.0	NE-HOUSE	Maureen and Gerry’s House Concerts	Le Roy	NY
214.5	NE-VENUE	BAD SONS Beer Co.	Derby	CT
214.7	NE-VENUE	Jones Family Farms	Shelton	CT
214.7	NE-VENUE	Jones Winery CT	Shelton	CT
214.7	NE-VENUE	Square Peg Pizzeria Shelton	Shelton	CT
215.2	NE-VENUE	Jam Room Brewing Company	Greentown	PA
215.7	NE-VENUE	Hudson Water Club	West Haverstraw	NY
216.0	NE-VENUE	The Green Growler	Croton-on-Hudson	NY
216.0	NE-THEATRE	The Grand	Croton-on-Hudson	NY
216.1	NE-VENUE	The Brown Jug	Monroeton	PA
216.2	NE-VENUE	Ale Mary’s at the Bittenbender	Scranton	PA
216.2	NE-THEATRE	Ritz Theater and Performing Arts Center	Scranton	PA
216.6	NE-VENUE	The Crowded Table Winery & Gifts	Millerton	PA
216.6	NE-VENUE	Dark Horse Saloon	Dansville	NY
216.9	NE-FEST	High Point Music Fest	Sussex	NJ
216.9	NE-HOUSE	GabeGate	Sussex	NJ
217.1	NE-VENUE	Alias Brew Works	Vernon Township	NJ
217.4	NE-VENUE	Bedford Playhouse Cafe	Bedford	NY
217.5	NE-LIBRARY	Pound Ridge Library	Pound Ridge	NY
217.5	NE-FEST	Shoreline Acoustic Fest	New Haven	CT
217.5	NE-VENUE	Cafe Nine	New Haven	CT
217.5	NE-VENUE	Bear's Smokehouse New Haven	New Haven	CT
217.5	NE-VENUE	MINIPNG	New Haven	CT
217.5	NE-VENUE	Never Ending Books	New Haven	CT
217.5	NE-VENUE	New Haven Folk Consortium	New Haven	CT
217.5	NE-VENUE	Three Sheets	New Haven	CT
218.1	NE-VENUE	Stappa Vineyard	Orange	CT
218.2	NE-VENUE	Millers cornmaze	Columbia Cross Roads	PA
218.4	NE-FEST	Trumbull Sunday Concert Series	Trumbull	CT
218.5	NE-VENUE	B W's Restaurant	Pavilion	NY
218.6	NE-VENUE	Rose Vineyards	North Branford	CT
219.2	NE-VENUE	Sing Sing Kill Brewery	Ossining	NY
219.4	NE-VENUE	Little House Brewing Company	Chester	CT
219.4	NE-LIBRARY	Wilton Library (Live Performance Series)	Wilton	CT
219.7	NE-VENUE	Riva Bar & Restaurant	West Haven	CT
219.7	NE-RADIO	WNHU	West Haven	CT
219.8	NE-LIBRARY	Chappaqua Library	Chappaqua	NY
219.9	NE-VENUE	Red Barn Cidery	Congers	NY
219.9	NE-VENUE	Strange Brew Pub	Norwich	CT
220.0	NE-LIBRARY	New City Library	New City	NY
220.3	NE-VENUE	Oscar's 2 Restaurant & Bar	Westchester County	NY
220.5	NE-RADIO	WXPK	Briarcliff Manor	NY
220.8	NE-VENUE	JUKEBOX STUDIOS	Deep River	CT
220.9	NE-VENUE	The Parlour	Providence	RI
220.9	NE-VENUE	Stripe Test Venue	Providence	RI
220.9	NE-HOUSE	38 East Manning	Providence	RI
220.9	NE-RADIO	WDOM	Providence	RI
221.0	NE-VENUE	Longley's Restaurant	Branford	CT
221.0	NE-VENUE	Tommy Sullivan's Cafe	Branford	CT
221.3	NE-VENUE	Grasshopper Irish Pub	West Milford	NJ
221.3	NE-VENUE	Old School Pub & Grill	West Milford	NJ
221.3	NE-VENUE	The Vreeland Store	West Milford	NJ
221.3	NE-HOUSE	CoyoteRidge Mountain House Concerts	West Milford	NJ
221.5	NE-VENUE	Nautilus	Milford	CT
221.5	NE-VENUE	SBC Restaurant and Beer Bar	Milford	CT
221.5	NE-VENUE	Stonebridge Restaurant	Milford	CT
221.5	NE-FEST	Pleasantville Music Festival	Pleasantville	NY
222.1	NE-LIBRARY	Valley Cottage Library	Valley Cottage	NY
222.1	NE-VENUE	Pomona Cultural Center	Suffern	NY
222.1	NE-VENUE	Milk Street Distillery	Branchville	NJ
222.1	NE-VENUE	Mountain House Tavern and Grill	Branchville	NJ
222.3	NE-VENUE	SE Uncorked	New Canaan	CT
222.3	NE-VENUE	Sam’s Bar & Grill	Ringwood	NJ
222.3	NE-HOUSE	Live @ Drew's	Ringwood	NJ
222.6	NE-VENUE	Bishop's Orchards Farm Market & Winery	Guilford	CT
222.6	NE-VENUE	Pa's Place	Guilford	CT
222.6	NE-VENUE	Jackson Square	Batavia	NY
222.9	NE-FEST	Gathering of the Vibes	Bridgeport	CT
222.9	NE-VENUE	The Acoustic (Park City Music Hall)	Bridgeport	CT
222.9	NE-VENUE	156 Midland St	Bridgeport	CT
222.9	NE-VENUE	Anthony’s House	Bridgeport	CT
222.9	NE-VENUE	BRYAC Black Rock	Bridgeport	CT
222.9	NE-VENUE	Norden Club	Bridgeport	CT
222.9	NE-RADIO	WPKN	Bridgeport	CT
223.1	NE-VENUE	Two Roads Brewing Company	Stratford	CT
223.1	NE-VENUE	Blackbird's Nest	Stratford	CT
223.1	NE-VENUE	Windmill Tavern	Stratford	CT
223.7	NE-VENUE	The Griswold Inn	Essex	CT
223.7	NE-VENUE	Drift	Essex	CT
223.7	NE-VENUE	Noah's at 63 Main	Essex	CT
223.7	NE-VENUE	Scotch Plains Tavern	Essex	CT
223.8	NE-VENUE	Black Duck Cafe	Westport	CT
223.8	NE-THEATRE	The Levitt Pavilion for the Performing Arts	Westport	CT
223.8	NE-LIBRARY	Westport Library (VersoFest)	Westport	CT
223.8	NE-VENUE	Charcoal Corral	Perry	NY
223.8	NE-VENUE	Silver Lake Brewing Project	Perry	NY
223.9	NE-VENUE	Booyah!	Mahwah	NJ
223.9	NE-VENUE	Brandywine Mahwah	Mahwah	NJ
223.9	NE-VENUE	Mason Jar	Mahwah	NJ
223.9	NE-LIBRARY	Mahwah Public Library	Mahwah	NJ
224.1	NE-VENUE	MAUREEN'S JAZZ CELLAR	Nyack	NY
224.1	NE-LIBRARY	Nyack Library (Carnegie Concert Series)	Nyack	NY
224.1	NE-HOUSE	Patti's Place House Concerts	Seekonk	MA
224.3	NE-VENUE	Outlaw Saloon	Chestnut Ridge	NY
224.4	NE-VENUE	Oakfield labor days	Oakfield	NY
224.6	NE-VENUE	Philipse Manor Beach Club,	Sleepy Hollow	NY
224.6	NE-FEST	Madison Summer Concert Series	Madison Center	CT
224.6	NE-VENUE	Madison Beach Hotel, Curio Collection by Hilton	Madison	CT
224.7	NE-THEATRE	SHU Community Theatre	Fairfield	CT
224.7	NE-VENUE	StageOne at FTC	Fairfield	CT
224.7	NE-RADIO	WVOF	Fairfield	CT
224.7	NE-VENUE	Mohegan Sun Wolf Den	Uncasville	CT
224.9	NE-VENUE	RBI Sports Pub	Hornell	NY
224.9	NE-VENUE	Sunset Grille	Norwalk	CT
224.9	NE-VENUE	Washington Social	Norwalk	CT
225.0	NE-VENUE	Lafayette House	Lafayette	NJ
225.6	NE-VENUE	The Pour House	Mountainhome	PA
225.6	NE-VENUE	Stew N' Dolly's Place	Ogdensburg	NJ
225.7	NE-VENUE	Medina Blue Thursdays	Medina	NY
225.8	NE-VENUE	Thrive at Montvale	Upper Montvale	NJ
226.1	NE-VENUE	The Shannon Rose Irish Pub	Ramsey	NJ
226.3	NE-VENUE	East Lyme Community Center	East Lyme	CT
226.3	NE-VENUE	Niantic Public House and Brewery	East Lyme	CT
226.6	NE-VENUE	Foxwoods Resort Casino	Ledyard	CT
226.7	NE-VENUE	Top of the World Restaurant	Bushkill	PA
226.7	NE-HOUSE	Cherry Bridge House Concerts	Bridgewater	MA
227.1	NE-VENUE	Rory's Restaurant	Darien	CT
227.5	NE-VENUE	Bill's Seafood Restaurant	Westbrook	CT
227.5	NE-VENUE	Coastline Brewing Company & Pizzeria	Westbrook	CT
227.5	NE-VENUE	Shayna B's By The Sea	Westbrook	CT
227.5	NE-VENUE	The Deck	Westbrook	CT
228.0	NE-VENUE	Myrcene Ale Co.	Old Saybrook	CT
228.1	NE-VENUE	Rockland Country Club	Sparkill	NY
228.2	NE-FEST	Skylands Folk Festival	Newton	NJ
228.2	NE-VENUE	Angry Erik Brewing, LLC	Newton	NJ
228.2	NE-VENUE	Lenape Lodge	Newton	NJ
228.2	NE-VENUE	Lentini Farms and Corn Maze	Newton	NJ
228.2	NE-VENUE	McQ's Pub at Lake Lenape	Newton	NJ
228.2	NE-VENUE	O'Reilly's Pub and Grill	Newton	NJ
228.2	NE-VENUE	The Greek's Tavern & Package Goods	Newton	NJ
228.4	NE-VENUE	Beer Garden at Shippan Landing	Stamford	CT
228.4	NE-VENUE	Bobby V's	Stamford	CT
228.4	NE-VENUE	Crab Shell	Stamford	CT
228.4	NE-VENUE	Farmhouse at the Crossroads	Stamford	CT
228.7	NE-VENUE	Morgan's Publick House	Tappan	NY
228.9	NE-LIBRARY	Franklin Lakes Public Library	Franklin Lakes	NJ
229.2	NE-VENUE	Krogh's Restaurant & Brew Pub	Sparta	NJ
229.3	NE-VENUE	Rusted Nut	Osceola	PA
229.4	NE-LIBRARY	Wyckoff Public Library	Wyckoff	NJ
229.4	NE-FEST	Dobb's Ferry Summer Concert	Dobbs Ferry	NY
229.4	NE-LIBRARY	Old Tappan Library	Old Tappan	NJ
229.7	NE-HOUSE	White Pine Woods Music Series	North Stonington	CT
229.7	NE-VENUE	l'escale restaurant	Greenwich	CT
229.7	NE-LIBRARY	Greenwich Library	Greenwich	CT
229.8	NE-RADIO	WCNI	New London	CT
229.9	NE-VENUE	The Cornerstone Restaurant & Bar	Hillsdale	NJ
229.9	NE-LIBRARY	Hillsdale Free Public Library	Hillsdale	NJ
230.1	NE-VENUE	100 Proof Bar and Bites	Butler	NJ
230.1	NE-VENUE	Galactic Theatre	Warren	RI
230.3	NE-VENUE	Mount Airy Casino Resort	Mt Pocono	PA
230.7	NE-VENUE	Five Dimes Brewery	Westwood	NJ
230.7	NE-VENUE	The Hideaway	Barker	NY
230.8	NE-VENUE	Upstream Gallery	Hastings-on-Hudson	NY
230.8	NE-VENUE	Mohegan Pensylvania	Wilkes-Barre	PA
230.8	NE-VENUE	Dog House Saloon & Grill	Township of Washington	NJ
231.2	NE-VENUE	Run & Hide Brewing Co.	Port Chester	NY
231.5	NE-LIBRARY	Ridgewood Public Library	Ridgewood	NJ
232.1	NE-VENUE	The Hill	Closter	NJ
232.4	NE-FEST	Pequannock Street Festival	Pompton Plains	NJ
232.5	NE-VENUE	Coveleigh Club	Rye	NY
232.5	NE-VENUE	Tiki Beach Pier Restaurant	Rye	NY
233.1	NE-FEST	Black Bear Americana Festival	Andover	NJ
233.5	NE-RADIO	WQRI	Bristol	RI
233.6	NE-LIBRARY	Louis Bay 2nd Public Library & Community Center	Hawthorne	NJ
233.7	NE-VENUE	Knoxville Social Club	Knoxville	PA
233.9	NE-HOUSE	Studio 84 House Concerts	Middleborough	MA
233.9	NE-VENUE	The Orange Lantern	Paramus	NJ
233.9	NE-LIBRARY	Paramus Public Library	Paramus	NJ
234.2	NE-VENUE	The Frogtown Inn Bed & Breakfast	Monroe County	PA
234.3	NE-VENUE	Qb's Bar and Grill	Dumont	NJ
234.5	NE-FEST	Steinyfest	Mamaroneck	NY
234.5	NE-VENUE	Six Flags Darien Lake	Darien Center	NY
234.5	NE-VENUE	ShawneeCraft Brewing Company	SHAWNEE ON DE	PA
234.6	NE-VENUE	Sanzari's New Bridge Inn	New Milford	NJ
234.9	NE-VENUE	Mason Street Grille	Lake Hopatcong	NJ
235.1	NE-VENUE	Becker Farms | Vizcarra Vineyards & Becker Brewing Co.	Gasport	NY
235.1	NE-VENUE	Becker Farms	Gasport	NY
235.1	NE-VENUE	Chop's Shop	Gasport	NY
235.2	NE-VENUE	Tommy Fox's Public House	Bergenfield	NJ
235.2	NE-VENUE	Tara Bar & Grill	Yonkers	NY
235.2	NE-VENUE	The Heritage	Yonkers	NY
235.3	NE-VENUE	Seven Tribesmen Brewery	Wayne	NJ
235.5	NE-VENUE	Sunset Pub & Grill	Lincoln Park	NJ
235.6	NE-HOUSE	South Shore Folk Music Club - Beal House	Kingston	MA
236.2	NE-VENUE	Club Wyndham Shawnee Village	East Stroudsburg	PA
236.2	NE-VENUE	Maxim Glen	Hopatcong	NJ
236.6	NE-LIBRARY	Mount Vernon Public Library	Mount Vernon	NY
236.8	NE-VENUE	Twin Door Tavern	Maywood	NJ
237.0	NE-RADIO	WRIU	Kingston	RI
237.2	NE-VENUE	Boonton Coffee Co	Boonton	NJ
237.2	NE-THEATRE	Sherman Theater	Stroudsburg	PA
237.2	NE-VENUE	The Living Room	Stroudsburg	PA
237.2	NE-HOUSE	Chester House Concerts	Stroudsburg	PA
237.2	NE-RADIO	WFDU	Teaneck	NJ
237.7	NE-VENUE	Rockaway River Barn	Rockaway	NJ
237.7	NE-VENUE	Tavern On the Rocks	Rockaway	NJ
237.7	NE-VENUE	The Exchange	Rockaway	NJ
237.8	NE-VENUE	Kent Beer Company	Andover	NY
238.0	NE-VENUE	SideBar Gastropub	Hackensack	NJ
238.0	NE-LIBRARY	Johnson Public Library	Hackensack	NJ
238.1	NE-HOUSE	Common Fence Music	Portsmouth	RI
238.2	NE-VENUE	Diamond Spring Brewing Company	Denville	NJ
238.2	NE-VENUE	Hilltop Tavern	Lodi	NJ
238.3	NE-LIBRARY	Fairfield Free Public Library	Fairfield	NJ
238.5	NE-VENUE	Maxwell Station	Olcott	NY
238.5	NE-VENUE	Northern Pier Bar & Grill	Olcott	NY
238.5	NE-VENUE	Knotty Pine Pub	Wharton	NJ
238.5	NE-VENUE	Taphouse 15	Wharton	NJ
238.6	NE-VENUE	Bell's Mansion	Stanhope	NJ
238.9	NE-HOUSE	Roots Hoot House Concerts	South Kingstown	RI
239.2	NE-LIBRARY	Roxbury Public Library	Roxbury Township	NJ
239.3	NE-LIBRARY	Emma S. Clark Memorial Library	Setauket	NY
239.4	NE-VENUE	4 Kings Distillery	Newfane	NY
239.4	NE-FEST	Downtown Plymouth Waterfront Festival	Plymouth	MA
239.6	NE-VENUE	Gas Light	Wellsboro	PA
239.6	NE-VENUE	Fat Bastard and Son's Restaurant	South Hackensack	NJ
239.6	NE-HOUSE	Cranberry County House Concerts	Carver	MA
239.6	NE-HOUSE	Pond Front House Concerts	Carver	MA
239.7	NE-LIBRARY	Leonia Public Library	Leonia	NJ
239.8	NE-VENUE	The Shannon Rose	Clifton	NJ
239.8	NE-VENUE	Ghost Hawk Brewing Company	Clifton	NJ
239.8	NE-VENUE	Dingbatz	Clifton	NJ
239.9	NE-VENUE	Daisy's Nashville Lounge	Miller Place	NY
240.0	NE-FEST	Earth Fest	Ridgefield Park	NJ
240.3	NE-VENUE	Nikki's Bar & Grill	Little Ferry	NJ
240.4	NE-VENUE	Cedar Bean's Coffee Joint	Cedar Grove	NJ
240.4	NE-VENUE	Claudio's Waterfront	Greenport	NY
240.4	NE-VENUE	Greenport Harbor Brewing Company	Greenport	NY
240.4	NE-VENUE	PORT Waterfont Bar & Grill	Greenport	NY
240.4	NE-LIBRARY	Floyd Memorial Library	Greenport	NY
240.5	NE-VENUE	Long Valley Pub & Brewery at Restaurant Village	Washington Township	NJ
240.5	NE-VENUE	Fort Lee Community Center	Fort Lee	NJ
240.5	NE-RADIO	WSHU	Stony Brook	NY
240.5	NE-RADIO	WUSB	Stony Brook	NY
240.7	NE-VENUE	Concourse Club	Wood-Ridge	NJ
240.8	NE-VENUE	Casita Maria Center for Arts & Education	Bronx County	NY
240.8	NE-VENUE	City Island Circle	Bronx County	NY
240.8	NE-VENUE	Rambling House	Bronx County	NY
240.8	NE-VENUE	RCCG Tabernacle of Restoration	Bronx County	NY
240.8	NE-VENUE	The Burren Public House	Bronx County	NY
240.8	NE-VENUE	The Dumpling Cove	Bronx County	NY
240.8	NE-LIBRARY	Mott Haven Library	Bronx County	NY
240.8	NE-LIBRARY	Wakefield Library	Bronx County	NY
241.2	NE-VENUE	Groff's Cafe on the Green	Lockport	NY
241.2	NE-VENUE	Hawley's Grove	Lockport	NY
241.2	NE-VENUE	Kenan Center	Lockport	NY
241.2	NE-VENUE	Lock 34 Bar & Grill	Lockport	NY
241.2	NE-VENUE	Marvin's at Widewaters	Lockport	NY
241.2	NE-VENUE	Niagara Hotel	Lockport	NY
241.2	NE-VENUE	Stooges	Lockport	NY
241.2	NE-VENUE	The Lock Tender	Lockport	NY
241.5	NE-FEST	State Fair Meadownlands	East Rutherford	NJ
241.5	NE-VENUE	The Roosevelt	East Rutherford	NJ
241.6	NE-VENUE	The Tap Room at Corey Creek	Southold	NY
241.8	NE-VENUE	Finley’s Of Greene Street	Huntington	NY
241.8	NE-VENUE	Tap Room	Huntington	NY
241.8	NE-VENUE	The Next Chapter	Huntington	NY
242.1	NE-VENUE	Twisted Cow Distillery	East Northport	NY
242.1	NE-VENUE	Montclair Brewery	Montclair	NJ
242.1	NE-VENUE	Just Jake's	Montclair	NJ
242.1	NE-HOUSE	Notes From Home House Concert Series	Montclair	NJ
242.1	NE-RADIO	WMSC	Montclair	NJ
242.2	NE-HOUSE	Log House Concerts	Westport	MA
242.2	NE-HOUSE	Folk on Foul Rift	Mount Bethel	PA
242.3	NE-VENUE	Beau's Bar	Greenlawn	NY
242.5	NE-FEST	Newport Folk Festival	Newport	RI
242.6	NE-VENUE	Harrison Field & Complex	Roseland	NJ
243.0	NE-VENUE	Autodidact Beer	Morris Plains	NJ
243.4	NE-VENUE	Forest Hill Field Club	Bloomfield	NJ
243.5	NE-VENUE	Glen Ridge Country Club	Glen Ridge	NJ
243.9	NE-LIBRARY	Morris County Library	Hanover	NJ
244.0	NE-HOUSE	Peckman / Kraus House Concert	West Orange	NJ
244.1	NE-VENUE	Borghese Vineyard	Cutchogue	NY
244.1	NE-VENUE	Touch of Venice	Cutchogue	NY
244.2	NE-VENUE	FBC Marilla	Marilla	NY
244.3	NE-VENUE	Brix Restaurant & Pizza Bar	Belleville	NJ
244.4	NE-VENUE	Sunset Grill	Wilson	NY
244.4	NE-VENUE	Wilson Boat House Restaurant	Wilson	NY
244.4	NE-VENUE	The Soapbox Presents	East Harlem	NY
244.5	NE-FEST	First Fridays	Mattituck	NY
244.6	NE-VENUE	Charlie's Corner	Secaucus	NJ
244.7	NE-RADIO	WCWP	Brookville	NY
244.7	NE-HOUSE	Shine Sessions House Concerts	Commack	NY
244.7	NE-LIBRARY	Great Neck Library	Great Neck	NY
244.8	NE-VENUE	Tavern off the Green	Morristown	NJ
244.8	NE-LIBRARY	The Morristown & Morris Township Library	Morristown	NJ
244.8	NE-VENUE	Minnow At The Galley Ho	New Suffolk	NY
245.1	NE-VENUE	The Delaney at the Green	Florham Park	NJ
245.2	NE-FEST	Bastille Day Festival	Manhattan	NY
245.2	NE-FEST	Broadway Astoria Festival	Manhattan	NY
245.2	NE-FEST	Waverly Place Festival	Manhattan	NY
245.2	NE-FEST	3rd Ave Cooper Square Festival	Manhattan	NY
245.2	NE-FEST	Broadway Union Square Festival	Manhattan	NY
245.2	NE-FEST	Grand Ave Qns Festival	Manhattan	NY
245.2	NE-FEST	Lexington Avenue Festival	Manhattan	NY
245.2	NE-FEST	Saint Nicholas Avenue Festival	Manhattan	NY
245.2	NE-FEST	Seventh Heaven Festival	Manhattan	NY
245.2	NE-FEST	Murray Hill Neighborhood Festival	Manhattan	NY
245.2	NE-FEST	60th Street Festival	Manhattan	NY
245.2	NE-FEST	63rd Drive Queens Festival	Manhattan	NY
245.2	NE-FEST	Astor Place Festival	Manhattan	NY
245.2	NE-FEST	Bleecker St Pompeii Festival	Manhattan	NY
245.2	NE-FEST	Broadway Memorial Day Fair	Manhattan	NY
245.2	NE-FEST	Court Street Brooklyn Festival	Manhattan	NY
245.2	NE-FEST	Graham Ave Fiesta	Manhattan	NY
245.2	NE-FEST	GreenpointAve Sunnyside Festival	Manhattan	NY
245.2	NE-FEST	MCC 2nd Avenue Festival	Manhattan	NY
245.2	NE-FEST	Broadway Spring Festival	Manhattan	NY
245.2	NE-FEST	Livable West Side Festival	Manhattan	NY
245.2	NE-FEST	NYC Street Fair	Manhattan	NY
245.2	NE-FEST	MaMaPaLooZa at Summer On The Hudson	Manhattan	NY
245.2	NE-FEST	Ave Herald Square Fair	Manhattan	NY
245.2	NE-FEST	Bleecker Street Festival	Manhattan	NY
245.2	NE-FEST	Broadway Festival	Manhattan	NY
245.2	NE-FEST	Columbus Ave Fair	Manhattan	NY
245.2	NE-FEST	Washington Square Spring Fair	Manhattan	NY
245.2	NE-FEST	West Side Spring Festival	Manhattan	NY
245.4	NE-VENUE	D'Avolio	East Amherst	NY
245.5	NE-VENUE	Clovis Point Vineyard & Winery	Laurel	NY
245.5	NE-LIBRARY	Middle Country Public Library Centereach Building	Centereach	NY
246.0	NE-VENUE	The Shillelagh Tavern	Astoria	NY
246.2	NE-FEST	EOMAC Fest	East Orange	NJ
246.2	NE-LIBRARY	East Orange Public Library	East Orange	NJ
246.6	NE-HOUSE	Silo Series House Concerts	Belvidere	NJ
246.6	NE-VENUE	Alstede Farms	Chester Township	NJ
246.7	NE-FEST	Chester Food Truck Festival	Chester	NJ
246.7	NE-VENUE	Garabrant Center	Mendham Borough	NJ
246.8	NE-HOUSE	Long Island HC	Lake Ronkonkoma	NY
246.8	NE-VENUE	Kupferberg Center for the Arts	Flushing	NY
246.8	NE-VENUE	The Plaxall Gallery	Flushing	NY
246.8	NE-VENUE	Fresh Meadow Country Club	Lake Success	NY
246.8	NE-VENUE	Villa Roma Resort	Calverton	NY
247.1	NE-VENUE	Madison Community Arts Center	Madison	NJ
247.3	NE-VENUE	Bistro 72	Riverhead	NY
247.3	NE-VENUE	Jamesport Farm Brewery	Riverhead	NY
247.3	NE-VENUE	Long Island Farm Brewery at Waterdrinker North Fork	Riverhead	NY
247.3	NE-VENUE	Montauk Distilling Co.	Riverhead	NY
247.3	NE-LIBRARY	Riverhead Free Library	Riverhead	NY
247.5	NE-HOUSE	Banjo Lisa's House Concerts	South Orange	NJ
247.5	NE-RADIO	WSOU	South Orange	NJ
247.5	NE-VENUE	Felina Steak South Orange	South Orange Village	NJ
247.8	NE-FEST	Hoboken Fall Arts and Music Festival	Hoboken	NJ
247.8	NE-FEST	Hoboken Spring Arts and Music Festival	Hoboken	NJ
247.8	NE-VENUE	Finnegan's Pub	Hoboken	NJ
247.8	NE-VENUE	Hoboken	Hoboken	NJ
247.8	NE-VENUE	River Street Garage, LLC.	Hoboken	NJ
247.8	NE-VENUE	Willie McBride’s	Hoboken	NJ
247.9	NE-VENUE	Culture Lab	Long Island City	NY
248.1	NE-VENUE	Long Island Farm Brewery	Manorville	NY
248.3	NE-VENUE	The Newark Museum of Art	Newark	NJ
248.5	NE-HOUSE	The Funkhouse	Westbury	NY
248.5	NE-LIBRARY	Westbury Memorial Public Library	Westbury	NY
248.5	NE-VENUE	Turkey Run Golf Course	Arcade	NY
248.7	NE-FEST	Maplewood Gazebo Summer Concert Series	Maplewood	NJ
248.7	NE-HOUSE	Empty Nest Concerts	Maplewood	NJ
248.9	NE-VENUE	Creekview Restaurant	Williamsville	NY
248.9	NE-VENUE	Ration Ales	Williamsville	NY
248.9	NE-VENUE	Santora’s on Transit	Williamsville	NY
248.9	NE-FEST	Berry Lane Music Fest (Berry Lane Park)	Jersey City	NJ
248.9	NE-FEST	Jersey City Earth Day	Jersey City	NJ
248.9	NE-VENUE	The Hutton	Jersey City	NJ
248.9	NE-VENUE	150 Bay Street	Jersey City	NJ
248.9	NE-VENUE	Barge Inn Tavern	Jersey City	NJ
248.9	NE-VENUE	Nimbus Arts Center - Nimbus Dance	Jersey City	NJ
248.9	NE-VENUE	Pet Shop	Jersey City	NJ
248.9	NE-VENUE	Six26 - Lounge and Rooftop	Jersey City	NJ
248.9	NE-HOUSE	AJ Mahal House Concerts	Jersey City	NJ
248.9	NE-HOUSE	Heights House Concert Series	Jersey City	NJ
248.9	NE-HOUSE	Spiral Sounds Concerts	Jersey City	NJ
248.9	NE-RADIO	WFMU	Jersey City	NJ
249.0	NE-FEST	Borderland Music Festival	East Aurora	NY
249.0	NE-VENUE	42 North Brewing	East Aurora	NY
249.0	NE-VENUE	Kodiak Jacks	East Aurora	NY
249.1	NE-VENUE	Millhouse Inn	Yaphank	NY
249.2	NE-FEST	Mattapoisett Harbor Days	Mattapoisett	MA
249.2	NE-VENUE	Millburn Town Hall	Millburn	NJ
249.3	NE-FEST	Long Island Fun Fest	Brentwood	NY
249.4	NE-VENUE	Alewife Brewing	Queens County	NY
249.4	NE-VENUE	Bridge and Tunnel Brewery	Queens County	NY
249.4	NE-VENUE	Espresso 77	Queens County	NY
249.4	NE-VENUE	Footlight Underground At Windjammer	Queens County	NY
249.4	NE-VENUE	George Seuffert, Sr. Bandshell	Queens County	NY
249.4	NE-VENUE	Kennedy's	Queens County	NY
249.4	NE-VENUE	LIC Bar	Queens County	NY
249.4	NE-VENUE	Maggie Hall's	Queens County	NY
249.4	NE-VENUE	Mike's Tavern	Queens County	NY
249.4	NE-VENUE	Rockaway Bazaar	Queens County	NY
249.4	NE-VENUE	Sala Astoria	Queens County	NY
249.4	NE-VENUE	Vetro Restaurant & Lounge	Queens County	NY
249.4	NE-THEATRE	Rockaway Beach Amphitheater	Queens County	NY
249.4	NE-LIBRARY	Queens Public Library at Central	Queens County	NY
249.9	NE-LIBRARY	Bethpage Public Library	Bethpage	NY
